,chrom,start,end,expHops,bgHops,norm_bgHops,pValue,negLog10pValue,rejected,corrected_pValue,negLog10corrected,,Nearby gene,
15124,chr2,188524942,188572007,8,34,26.20596565,0.999990603,4.08E-06,FALSE,1,0,,,
15125,chr2,188572078,188573754,21,36,27.68866951,0.919144003,0.036616442,FALSE,1,0,,,
15126,chr2,188574902,188607129,35,94,70.68708151,0.999999038,4.18E-07,FALSE,1,0,,,
15128,chr2,188608154,188624980,6,14,11.37892703,0.970146545,0.013162659,FALSE,1,0,,,
15129,chr2,188629371,188634872,32,55,41.7743562,0.949026152,0.02272182,FALSE,1,0,,,
15130,chr2,188634910,188757436,54,125,93.66899137,0.999996583,1.48E-06,FALSE,1,0,,,
15133,chr2,188784156,188850698,43,105,78.84195275,0.999996074,1.70E-06,FALSE,1,0,,,
15135,chr2,188851287,188884185,7,21,16.56839055,0.997247016,0.001197254,FALSE,1,0,,,
15138,chr2,188923725,188977858,33,65,49.18787551,0.993999617,0.002613783,FALSE,1,0,,,
15140,chr2,188979397,189132396,57,151,112.9441416,0.999999998,9.68E-10,FALSE,1,0,,,
15142,chr2,189165638,189220737,27,65,49.18787551,0.99978644,9.28E-05,FALSE,1,0,,,
15143,chr2,189221027,189222322,12,21,16.56839055,0.898779845,0.046346675,FALSE,1,0,,,
15144,chr2,189222675,189275023,17,49,37.32624462,0.999929042,3.08E-05,FALSE,1,0,,,
15155,chr2,189542165,189555006,26,38,29.17137338,0.746373997,0.1270435,FALSE,1,0,,,
15167,chr2,191012909,191050145,57,85,64.01491413,0.825694761,0.083180471,FALSE,1,0,,,
15168,chr2,191050491,191165376,25,77,58.08409868,0.999999651,1.51E-07,FALSE,1,0,,,
15169,chr2,191166209,191169080,11,16,12.86163089,0.736246771,0.132976597,FALSE,1,0,,,
15176,chr2,191225675,191456291,122,200,149.2703862,0.990239781,0.004259631,FALSE,1,0,,,
15181,chr2,192503319,192859170,167,250,186.3379827,0.928924589,0.032019541,FALSE,1,0,,,
15183,chr2,192894719,193081666,37,126,94.4103433,1,2.35E-12,FALSE,1,0,,,
15186,chr2,193104714,193111353,19,49,37.32624462,0.999647041,0.000153315,FALSE,1,0,,,
15187,chr2,193111754,193846071,218,339,252.3183046,0.987283507,0.005558118,FALSE,1,0,,,
15193,chr2,194293994,194503219,32,60,45.48111586,0.984979614,0.006572758,FALSE,1,0,,,
15197,chr2,194553282,195288537,171,303,225.6296351,0.999934796,2.83E-05,FALSE,1,0,,,
15205,chr2,195601102,195656297,18,30,23.24055793,0.886714896,0.052215996,FALSE,1,0,,,
15212,chr2,196315913,196499813,49,92,69.20437764,0.995477327,0.001968627,FALSE,1,0,,,
15213,chr2,196504559,196526903,24,41,31.39542917,0.925640017,0.033557878,FALSE,1,0,,,
15214,chr2,196527191,196527949,27,57,43.25706006,0.996726398,0.00142404,FALSE,1,0,,,
15217,chr2,196552254,196587683,10,16,12.86163089,0.824852552,0.083623677,FALSE,1,0,,,
15219,chr2,196594490,196606837,9,14,11.37892703,0.799932588,0.09694661,FALSE,1,0,,,
15221,chr2,196609607,196835236,100,143,107.0133261,0.763845602,0.116994417,FALSE,1,0,,,
15225,chr2,196995402,197140167,28,57,43.25706006,0.994486368,0.002401165,FALSE,1,0,,,
15228,chr2,197435256,197435763,17,27,21.01650213,0.837934583,0.076789885,FALSE,1,0,,,
15229,chr2,197435808,197510950,24,49,37.32624462,0.991818333,0.003567869,FALSE,1,0,,,
15234,chr2,197619552,197841513,85,197,147.0463304,0.999999989,4.80E-09,FALSE,1,0,,,
15236,chr2,197843519,197912279,18,29,22.499206,0.855489334,0.067785401,FALSE,1,0,,,
15239,chr2,197922279,198952891,120,234,174.4763518,0.999994642,2.33E-06,FALSE,1,0,,,
15241,chr2,198968288,199165304,19,41,31.39542917,0.993089533,0.003011595,FALSE,1,0,,,
15243,chr2,199922796,199927742,17,25,19.53379827,0.747426744,0.126431366,FALSE,1,0,,,
15245,chr2,199981350,200075854,23,49,37.32624462,0.995232245,0.002075562,FALSE,1,0,,,
15253,chr2,200301396,200319962,25,47,35.84354075,0.976206107,0.01045848,FALSE,1,0,,,
15258,chr2,200373522,200385374,51,78,58.82545061,0.862232014,0.064375856,FALSE,1,0,,,
15259,chr2,200386755,200406271,9,18,14.34433476,0.947680741,0.023337945,FALSE,1,0,,,
15261,chr2,200409341,200639721,82,153,114.4268454,0.999382021,0.000268468,FALSE,1,0,,,
15263,chr2,200646446,200678138,33,51,38.80894848,0.84484477,0.07322308,FALSE,1,0,,,
15265,chr2,200678705,200682806,6,16,12.86163089,0.9882561,0.005130496,FALSE,1,0,,,
15273,chr2,200786976,200787195,7,12,9.896223171,0.863177899,0.063899688,FALSE,1,0,,,
15275,chr2,200810532,200810536,9,13,10.6375751,0.734240649,0.134161576,FALSE,1,0,,,
15276,chr2,200810834,200860496,17,34,26.20596565,0.97728995,0.009976567,FALSE,1,0,,,
15278,chr2,200869345,200889708,7,40,30.65407724,0.999999931,3.00E-08,FALSE,1,0,,,
15282,chr2,200981736,201113820,34,82,61.79085834,0.999956041,1.91E-05,FALSE,1,0,,,
15289,chr2,201239025,201282116,10,31,23.98190986,0.999569603,0.000186959,FALSE,1,0,,,
15291,chr2,201282203,201392866,19,30,23.24055793,0.837414454,0.077059547,FALSE,1,0,,,
15293,chr2,201457667,201947635,146,224,167.0628325,0.954775691,0.020098647,FALSE,1,0,,,
15302,chr2,202255957,202348120,23,35,26.94731758,0.802014336,0.095817869,FALSE,1,0,,,
15304,chr2,202350298,202418811,58,89,66.98032185,0.8783001,0.056357068,FALSE,1,0,,,
15305,chr2,202419263,202534465,28,73,55.11869096,0.999979123,9.07E-06,FALSE,1,0,,,
15309,chr2,202578296,202650539,16,36,27.68866951,0.993671701,0.002757078,FALSE,1,0,,,
15311,chr2,202774719,203014523,56,142,106.2719742,0.999999968,1.39E-08,FALSE,1,0,,,
15315,chr2,203207722,203239836,28,43,32.87813303,0.825204888,0.083438208,FALSE,1,0,,,
15316,chr2,203243561,203311271,7,10,8.413519309,0.734487735,0.134015452,FALSE,1,0,,,
15319,chr2,203372195,203526062,59,94,70.68708151,0.929762011,0.031628202,FALSE,1,0,,,
15321,chr2,203551684,203578147,7,17,13.60298283,0.98190002,0.007932731,FALSE,1,0,,,
15325,chr2,203812875,203928917,14,68,51.4119313,1,7.63E-11,FALSE,1,0,,,
15329,chr2,204152470,204328175,34,51,38.80894848,0.801036708,0.096347582,FALSE,1,0,,,
15333,chr2,205776177,205970768,44,65,49.18787551,0.789047926,0.102896617,FALSE,1,0,,,
15335,chr2,205975999,206069313,15,49,37.32624462,0.99998874,4.89E-06,FALSE,1,0,,,
15336,chr2,206078121,206087083,36,54,41.03300427,0.804449889,0.094501004,FALSE,1,0,,,
15337,chr2,206088173,206201254,42,67,50.67057937,0.904253633,0.043709738,FALSE,1,0,,,
15344,chr2,206616956,206987481,77,140,104.7892703,0.998056826,0.000844731,FALSE,1,0,,,
15345,chr2,206994140,207037004,31,49,37.32624462,0.869909669,0.060525842,FALSE,1,0,,,
15350,chr2,207201557,207248329,6,23,18.05109441,0.999688036,0.000135505,FALSE,1,0,,,
15354,chr2,207422493,207528390,16,48,36.58489268,0.999954136,1.99E-05,FALSE,1,0,,,
15355,chr2,207528481,207532376,29,42,32.1367811,0.73372826,0.134464753,FALSE,1,0,,,
15363,chr2,207856828,208094744,50,124,92.92763943,0.99999959,1.78E-07,FALSE,1,0,,,
15366,chr2,208102204,208475983,116,185,138.1501072,0.975527123,0.010760651,FALSE,1,0,,,
15369,chr2,208484046,208595541,16,59,44.73976392,0.999999758,1.05E-07,FALSE,1,0,,,
15373,chr2,208642145,208920448,47,107,80.32465661,0.999977494,9.77E-06,FALSE,1,0,,,
15376,chr2,209323337,209368023,30,47,35.84354075,0.856455004,0.067295449,FALSE,1,0,,,
15379,chr2,209369751,209493300,54,79,59.56680254,0.781709493,0.106954614,FALSE,1,0,,,
15384,chr2,209650256,210169036,71,194,144.8222746,1,1.60E-12,FALSE,1,0,,,
15388,chr2,211001280,211126509,37,75,56.60139482,0.997712941,0.000994395,FALSE,1,0,,,
15390,chr2,211133887,211293241,83,122,91.44493557,0.824733433,0.0836864,FALSE,1,0,,,
15392,chr2,211294609,211421714,89,173,129.253884,0.999923954,3.30E-05,FALSE,1,0,,,
15395,chr2,211423500,211520266,45,116,86.99682399,0.999999732,1.16E-07,FALSE,1,0,,,
15397,chr2,211522192,211815078,81,180,134.4433476,0.999999736,1.15E-07,FALSE,1,0,,,
15400,chr2,211837013,211860075,14,41,31.39542917,0.999822918,7.69E-05,FALSE,1,0,,,
15404,chr2,211869392,211926300,40,70,52.89463516,0.971606745,0.012509479,FALSE,1,0,,,
15405,chr2,211926873,211931258,21,48,36.58489268,0.99795935,0.000887148,FALSE,1,0,,,
15406,chr2,211931272,211954174,21,45,34.36083689,0.994255087,0.002502178,FALSE,1,0,,,
15407,chr2,211954215,211958618,31,53,40.29165234,0.943498344,0.025258858,FALSE,1,0,,,
15408,chr2,211958877,212326399,203,415,308.6610513,1,2.58E-11,FALSE,1,0,,,
15409,chr2,212329653,212505428,42,110,82.5487124,0.999999684,1.37E-07,FALSE,1,0,,,
15411,chr2,212506924,212638091,60,99,74.39384116,0.961615415,0.016998584,FALSE,1,0,,,
15413,chr2,212648948,212905578,90,159,118.874957,0.997464129,0.001102713,FALSE,1,0,,,
15415,chr2,212906620,212912040,16,37,28.43002144,0.99562438,0.001904477,FALSE,1,0,,,
15419,chr2,212924141,212940071,6,14,11.37892703,0.970146545,0.013162659,FALSE,1,0,,,
15424,chr2,212980794,213140790,59,99,74.39384116,0.97094417,0.012805742,FALSE,1,0,,,
15425,chr2,213145957,213175224,38,107,80.32465661,0.999999948,2.26E-08,FALSE,1,0,,,
15429,chr2,213241608,213263791,20,66,49.92922744,0.999999499,2.18E-07,FALSE,1,0,,,
15430,chr2,213265466,213928839,114,242,180.4071673,0.999999953,2.06E-08,FALSE,1,0,,,
15432,chr2,213929527,214001228,5,35,26.94731758,0.999999949,2.20E-08,FALSE,1,0,,,
15435,chr2,214077365,214367671,75,140,104.7892703,0.999047901,0.000413688,FALSE,1,0,,,
15437,chr2,214410832,215060517,232,378,281.2310299,0.998854932,0.000497582,FALSE,1,0,,,
15438,chr2,215060787,215095342,33,48,36.58489268,0.745483819,0.127561779,FALSE,1,0,,,
15441,chr2,215136115,215137814,22,38,29.17137338,0.927585429,0.032646082,FALSE,1,0,,,
15443,chr2,215138130,215216253,83,140,104.7892703,0.987629307,0.005406031,FALSE,1,0,,,
15444,chr2,215216455,215217837,43,65,49.18787551,0.829480112,0.081194022,FALSE,1,0,,,
15445,chr2,215218850,215317306,95,192,143.3395707,0.999992777,3.14E-06,FALSE,1,0,,,
15446,chr2,215320891,215360119,9,25,19.53379827,0.997209315,0.001213673,FALSE,1,0,,,
15458,chr2,216109056,216119021,28,50,38.06759655,0.961995361,0.016827022,FALSE,1,0,,,
15462,chr2,216294792,216451544,26,44,33.61948496,0.924083762,0.034288661,FALSE,1,0,,,
15469,chr2,217093859,217151648,16,52,39.55030041,0.999992725,3.16E-06,FALSE,1,0,,,
15472,chr2,217250330,217289041,15,23,18.05109441,0.795249295,0.099496707,FALSE,1,0,,,
15478,chr2,217340829,217365992,19,42,32.1367811,0.995107336,0.002130072,FALSE,1,0,,,
15481,chr2,217367990,217387464,19,42,32.1367811,0.995107336,0.002130072,FALSE,1,0,,,
15483,chr2,217389579,217395776,5,14,11.37892703,0.988323456,0.005100897,FALSE,1,0,,,
15485,chr2,217396459,217501231,74,116,86.99682399,0.929043946,0.031963742,FALSE,1,0,,,
15487,chr2,217502144,217510521,7,20,15.82703862,0.995515041,0.001952174,FALSE,1,0,,,
15497,chr2,218051618,218150905,8,16,12.86163089,0.941951377,0.025971515,FALSE,1,0,,,
15506,chr2,218448704,218569581,13,56,42.51570813,0.999999966,1.49E-08,FALSE,1,0,,,
15508,chr2,218570094,218805382,43,86,64.75626606,0.998306466,0.000736116,FALSE,1,0,,,
15510,chr2,218806710,218932358,35,54,41.03300427,0.84662207,0.072310414,FALSE,1,0,,,
15515,chr2,219401308,219684081,50,75,56.60139482,0.826918456,0.082537315,FALSE,1,0,,,
15519,chr2,219737690,220083941,82,119,89.22087978,0.79151756,0.101539446,FALSE,1,0,,,
15521,chr2,220091175,220173463,21,34,26.20596565,0.869746181,0.060607469,FALSE,1,0,,,
15524,chr2,220227465,220272812,22,45,34.36083689,0.990025747,0.004353511,FALSE,1,0,,,
15525,chr2,220273178,220277651,17,29,22.499206,0.901673461,0.044950713,FALSE,1,0,,,
15526,chr2,220277731,220493713,72,107,80.32465661,0.837578166,0.076974653,FALSE,1,0,,,
15530,chr2,220534599,220602859,15,25,19.53379827,0.875778471,0.057605735,FALSE,1,0,,,
15535,chr2,221070383,221528089,95,146,109.2373819,0.923258345,0.034676758,FALSE,1,0,,,
15540,chr2,221818752,222074840,70,107,80.32465661,0.888290385,0.051445039,FALSE,1,0,,,
15544,chr2,222209353,222240676,8,15,12.12027896,0.915619477,0.038284978,FALSE,1,0,,,
15547,chr2,222451942,222727338,53,95,71.42843344,0.990114325,0.004314656,FALSE,1,0,,,
15565,chr2,224589440,224909445,65,95,71.42843344,0.79203793,0.10125402,FALSE,1,0,,,
15567,chr2,224910517,225241076,120,175,130.7365879,0.837081187,0.077232419,FALSE,1,0,,,
15569,chr2,225242980,225735813,136,258,192.2687982,0.999991933,3.50E-06,FALSE,1,0,,,
15571,chr2,225737714,225840207,53,105,78.84195275,0.99915599,0.000366704,FALSE,1,0,,,
15574,chr2,225843382,225844224,7,13,10.6375751,0.905213514,0.043248971,FALSE,1,0,,,
15575,chr2,225844484,225887698,23,58,43.99841199,0.999809051,8.29E-05,FALSE,1,0,,,
15578,chr2,225894882,226031674,54,134,100.3411587,0.999999846,6.68E-08,FALSE,1,0,,,
15581,chr2,226115328,226126631,115,343,255.2837123,1,0,FALSE,1,0,,,
15582,chr2,226126751,226150875,32,110,82.5487124,1,3.09E-11,FALSE,1,0,,,
15584,chr2,226151215,226160214,64,253,188.5620385,1,0,FALSE,1,0,,,
15585,chr2,226160312,226236033,110,171,127.7711802,0.94973481,0.022397644,FALSE,1,0,,,
15588,chr2,226248041,226248179,9,15,12.12027896,0.852696374,0.069205584,FALSE,1,0,,,
15589,chr2,226248320,226281698,21,49,37.32624462,0.998575723,0.000618997,FALSE,1,0,,,
15592,chr2,226288279,226301874,7,24,18.79244634,0.99939871,0.000261216,FALSE,1,0,,,
15594,chr2,226305584,226473559,107,200,149.2703862,0.999882155,5.12E-05,FALSE,1,0,,,
15600,chr2,226643444,226683284,6,18,14.34433476,0.99561857,0.001907012,FALSE,1,0,,,
15602,chr2,226684252,226724013,21,36,27.68866951,0.919144003,0.036616442,FALSE,1,0,,,
15603,chr2,226725697,226756539,50,83,62.53221027,0.954387722,0.020275156,FALSE,1,0,,,
15604,chr2,226760333,226787807,10,23,18.05109441,0.985038876,0.006546629,FALSE,1,0,,,
15605,chr2,226789877,226794737,25,111,83.29006433,1,8.15E-15,FALSE,1,0,,,
15606,chr2,226796423,226838112,24,58,43.99841199,0.999619254,0.000165388,FALSE,1,0,,,
15609,chr2,226902554,226975684,4,20,15.82703862,0.999892593,4.66E-05,FALSE,1,0,,,
15617,chr2,227703681,227816479,28,41,31.39542917,0.751705674,0.123952171,FALSE,1,0,,,
15619,chr2,227821850,228363941,98,149,111.4614377,0.909129943,0.041374038,FALSE,1,0,,,
15622,chr2,228852874,229398593,55,79,59.56680254,0.740273294,0.130607918,FALSE,1,0,,,
15638,chr2,230706855,230736159,12,20,15.82703862,0.864194884,0.063388309,FALSE,1,0,,,
15640,chr2,230740276,230843936,27,43,32.87813303,0.868928744,0.061015836,FALSE,1,0,,,
15643,chr2,230844415,231044588,20,41,31.39542917,0.987835343,0.00531544,FALSE,1,0,,,
15651,chr2,231515501,231538407,7,14,11.37892703,0.935674253,0.028875321,FALSE,1,0,,,
15653,chr2,231538468,231572222,6,19,15.08568669,0.997368789,0.001144226,FALSE,1,0,,,
15659,chr2,231622351,231878555,45,95,71.42843344,0.999669541,0.00014354,FALSE,1,0,,,
15662,chr2,232423624,232549467,9,15,12.12027896,0.852696374,0.069205584,FALSE,1,0,,,
15664,chr2,232549892,232599442,6,12,9.896223171,0.928884541,0.032038265,FALSE,1,0,,,
15683,chr2,233852789,233872135,27,52,39.55030041,0.985380242,0.00639615,FALSE,1,0,,,
15684,chr2,233872452,234167485,57,91,68.46302571,0.929286545,0.031850351,FALSE,1,0,,,
15708,chr2,236083731,236447040,80,128,95.89304716,0.956174836,0.01946269,FALSE,1,0,,,
15710,chr2,236453640,236565341,44,70,52.89463516,0.904800485,0.043447175,FALSE,1,0,,,
15711,chr2,236565385,236610912,70,132,98.85845488,0.999041859,0.000416315,FALSE,1,0,,,
15715,chr2,236647475,236657653,13,45,34.36083689,0.999989835,4.41E-06,FALSE,1,0,,,
15717,chr2,236661231,236702315,89,169,126.2884763,0.999799793,8.70E-05,FALSE,1,0,,,
15718,chr2,236703105,236713745,7,39,29.91272531,0.999999874,5.47E-08,FALSE,1,0,,,
15720,chr2,236719080,236730302,13,30,23.24055793,0.991944723,0.003512529,FALSE,1,0,,,
15721,chr2,236730320,236733048,26,56,42.51570813,0.99739404,0.001133231,FALSE,1,0,,,
15722,chr2,236733737,236776676,80,332,247.1288411,1,0,FALSE,1,0,,,
15723,chr2,236776755,236783180,37,68,51.4119313,0.985003132,0.006562389,FALSE,1,0,,,
15724,chr2,236783447,236812154,14,33,25.46461372,0.994915567,0.002213774,FALSE,1,0,,,
15726,chr2,236814303,236824182,17,65,49.18787551,0.999999964,1.55E-08,FALSE,1,0,,,
15727,chr2,236824364,236828849,38,84,63.2735622,0.999754985,0.000106422,FALSE,1,0,,,
15728,chr2,236830462,236872860,30,76,57.34274675,0.999972581,1.19E-05,FALSE,1,0,,,
15731,chr2,236876926,236881848,19,36,27.68866951,0.96602468,0.015011778,FALSE,1,0,,,
15732,chr2,236881957,236896299,13,32,24.72326179,0.996341643,0.001591718,FALSE,1,0,,,
15734,chr2,236900274,236984849,75,109,81.80736047,0.788627708,0.103127968,FALSE,1,0,,,
15735,chr2,236985118,236998008,60,145,108.49603,0.999999856,6.27E-08,FALSE,1,0,,,
15736,chr2,236998289,236998508,23,35,26.94731758,0.802014336,0.095817869,FALSE,1,0,,,
15737,chr2,236998553,237025012,32,80,60.30815447,0.999975744,1.05E-05,FALSE,1,0,,,
15739,chr2,237025670,237040100,29,78,58.82545061,0.999993899,2.65E-06,FALSE,1,0,,,
15740,chr2,237040193,237042164,40,84,63.2735622,0.999290185,0.000308378,FALSE,1,0,,,
15741,chr2,237042191,237059431,49,123,92.1862875,0.999999695,1.32E-07,FALSE,1,0,,,
15743,chr2,237264383,237471731,39,68,51.4119313,0.968622829,0.013845299,FALSE,1,0,,,
15745,chr2,237483538,237490014,52,118,88.47952785,0.999989253,4.67E-06,FALSE,1,0,,,
15746,chr2,237490540,237500062,13,36,27.68866951,0.999321435,0.000294797,FALSE,1,0,,,
15749,chr2,237512711,237588921,15,29,22.499206,0.961385107,0.01710261,FALSE,1,0,,,
15754,chr2,237943387,238281451,53,76,57.34274675,0.734496487,0.134010277,FALSE,1,0,,,
15755,chr2,238286097,238286244,8,13,10.6375751,0.831825055,0.079968003,FALSE,1,0,,,
15756,chr2,238286790,238379970,4,29,22.499206,0.999999632,1.60E-07,FALSE,1,0,,,
15762,chr2,239466280,239771067,13,42,32.1367811,0.999956472,1.89E-05,FALSE,1,0,,,
15769,chr2,241112467,241276914,18,30,23.24055793,0.886714896,0.052215996,FALSE,1,0,,,
15771,chr2,241412647,241890134,70,110,82.5487124,0.927561422,0.032657323,FALSE,1,0,,,
15783,chr20,859549,974132,10,16,12.86163089,0.824852552,0.083623677,FALSE,1,0,,,
15794,chr20,3808190,3811196,13,40,30.65407724,0.999888421,4.85E-05,FALSE,1,0,,,
15797,chr20,3974179,4033858,39,85,64.01491413,0.999691382,0.000134052,FALSE,1,0,,,
15801,chr20,4687505,4866717,21,34,26.20596565,0.869746181,0.060607469,FALSE,1,0,,,
15807,chr20,5702533,5782599,15,28,21.75785407,0.947269181,0.023526592,FALSE,1,0,,,
15815,chr20,6840992,7614021,68,105,78.84195275,0.901593515,0.044989221,FALSE,1,0,,,
15816,chr20,7615177,8066685,115,168,125.5471244,0.837891377,0.076812279,FALSE,1,0,,,
15822,chr20,8157155,8203359,15,22,17.30974248,0.743251085,0.128864448,FALSE,1,0,,,
15824,chr20,8209506,8223093,12,21,16.56839055,0.898779845,0.046346675,FALSE,1,0,,,
15828,chr20,8226093,9036913,293,448,333.1256651,0.98822001,0.005146356,FALSE,1,0,,,
15829,chr20,9042593,9084257,66,103,77.35924888,0.913983163,0.039061805,FALSE,1,0,,,
15834,chr20,9365744,9464275,11,38,29.17137338,0.999960832,1.70E-05,FALSE,1,0,,,
15836,chr20,9531548,10045101,53,135,101.0825107,0.999999945,2.40E-08,FALSE,1,0,,,
15854,chr20,11803234,12112462,64,107,80.32465661,0.973191546,0.011801673,FALSE,1,0,,,
15857,chr20,12153493,12286556,10,27,21.01650213,0.997261679,0.001190869,FALSE,1,0,,,
15861,chr20,12493438,12915149,50,79,59.56680254,0.906853669,0.042462786,FALSE,1,0,,,
15864,chr20,13030601,13056761,12,21,16.56839055,0.898779845,0.046346675,FALSE,1,0,,,
15871,chr20,13245096,14131734,247,387,287.9031973,0.993654684,0.002764516,FALSE,1,0,,,
15873,chr20,14134172,14406301,119,195,145.5636265,0.989399447,0.004628337,FALSE,1,0,,,
15875,chr20,14436950,14576736,41,73,55.11869096,0.979512115,0.008990188,FALSE,1,0,,,
15880,chr20,14821186,14878599,69,111,83.29006433,0.950896921,0.021866559,FALSE,1,0,,,
15882,chr20,14880500,14922588,45,83,62.53221027,0.991422565,0.003741201,FALSE,1,0,,,
15885,chr20,15010550,15465235,141,234,174.4763518,0.995978217,0.00175016,FALSE,1,0,,,
15886,chr20,15476249,16226079,127,199,148.5290343,0.967203102,0.014482319,FALSE,1,0,,,
15895,chr20,16765359,16765648,14,22,17.30974248,0.818783697,0.086830813,FALSE,1,0,,,
15897,chr20,16780667,16989194,20,49,37.32624462,0.999273279,0.000315726,FALSE,1,0,,,
15902,chr20,17463310,17505060,8,34,26.20596565,0.999990603,4.08E-06,FALSE,1,0,,,
15906,chr20,17573208,17604896,22,43,32.87813303,0.981607755,0.008062019,FALSE,1,0,,,
15913,chr20,17967104,17967700,11,20,15.82703862,0.916512148,0.037861774,FALSE,1,0,,,
15915,chr20,18025231,18102954,22,36,27.68866951,0.883254822,0.053913983,FALSE,1,0,,,
15920,chr20,18198189,18495336,87,138,103.3065665,0.953988337,0.020456935,FALSE,1,0,,,
15922,chr20,18495397,18566539,15,42,32.1367811,0.99972852,0.000117918,FALSE,1,0,,,
15923,chr20,18566622,18567686,11,19,15.08568669,0.885641739,0.052741924,FALSE,1,0,,,
15929,chr20,19130363,19288129,80,151,112.9441416,0.999531338,0.000203585,FALSE,1,0,,,
15933,chr20,19490833,19672207,35,68,51.4119313,0.993521466,0.002822745,FALSE,1,0,,,
15939,chr20,19775547,19776248,17,28,21.75785407,0.872913759,0.059028661,FALSE,1,0,,,
15947,chr20,19885887,19908608,7,10,8.413519309,0.734487735,0.134015452,FALSE,1,0,,,
15956,chr20,20327287,20441089,14,29,22.499206,0.977929519,0.009692444,FALSE,1,0,,,
15958,chr20,20441747,20493003,17,35,26.94731758,0.983609199,0.007177418,FALSE,1,0,,,
15961,chr20,20816159,20816813,7,11,9.15487124,0.806964498,0.093145571,FALSE,1,0,,,
15962,chr20,20816874,21088785,55,79,59.56680254,0.740273294,0.130607918,FALSE,1,0,,,
15968,chr20,21689419,22596010,59,182,135.9260514,1,1.60E-14,FALSE,1,0,,,
15971,chr20,22729161,22793684,6,10,8.413519309,0.843779809,0.073770871,FALSE,1,0,,,
16007,chr20,25633173,25790455,25,98,73.65248923,1,6.89E-12,FALSE,1,0,,,
16009,chr20,25790732,25852583,16,35,26.94731758,0.990929986,0.00395703,FALSE,1,0,,,
16011,chr20,25853921,26065172,53,107,80.32465661,0.999509985,0.000212863,FALSE,1,0,,,
16013,chr20,26065299,26262241,52,83,62.53221027,0.921858838,0.035335576,FALSE,1,0,,,
16014,chr20,26274146,29299576,9,236,175.9590557,1,0,FALSE,1,0,,,
16015,chr20,29299581,29441589,21,42,32.1367811,0.984939278,0.006590543,FALSE,1,0,,,
16017,chr20,29457418,29879616,65,197,147.0463304,1,4.29E-15,FALSE,1,0,,,
16019,chr20,29880471,30155641,3,12,9.896223171,0.996984985,0.001311382,FALSE,1,0,,,
16020,chr20,30171279,30374987,31,60,45.48111586,0.990295125,0.004235359,FALSE,1,0,,,
16022,chr20,30425011,30553729,7,23,18.05109441,0.998992695,0.000437687,FALSE,1,0,,,
16023,chr20,30555279,30593370,32,91,68.46302571,0.999999681,1.39E-07,FALSE,1,0,,,
16025,chr20,30593441,30897856,73,119,89.22087978,0.965011302,0.0154676,FALSE,1,0,,,
16026,chr20,30901791,31323274,10,18,14.34433476,0.905927014,0.04290679,FALSE,1,0,,,
16029,chr20,31428230,31469654,19,35,26.94731758,0.954632053,0.020163988,FALSE,1,0,,,
16038,chr20,31764895,31878956,29,48,36.58489268,0.913444451,0.039317858,FALSE,1,0,,,
16044,chr20,32136847,32168459,4,6,5.448111586,0.792351038,0.101082369,FALSE,1,0,,,
16046,chr20,32284730,32724689,62,92,69.20437764,0.822177683,0.085034316,FALSE,1,0,,,
16049,chr20,32751238,33116210,37,64,48.44652358,0.961652734,0.016981729,FALSE,1,0,,,
16065,chr20,34310488,34310492,7,10,8.413519309,0.734487735,0.134015452,FALSE,1,0,,,
16070,chr20,34474430,34659835,20,55,41.7743562,0.999933994,2.87E-05,FALSE,1,0,,,
16075,chr20,34838989,35140404,54,80,60.30815447,0.808414291,0.092366018,FALSE,1,0,,,
16081,chr20,35262911,35731175,108,153,114.4268454,0.738423121,0.131694714,FALSE,1,0,,,
16083,chr20,35744354,35878014,40,71,53.6359871,0.977354776,0.00994776,FALSE,1,0,,,
16085,chr20,35880565,36000273,30,52,39.55030041,0.950146105,0.022209608,FALSE,1,0,,,
16099,chr20,37561701,37696030,16,24,18.79244634,0.77141087,0.112714246,FALSE,1,0,,,
16115,chr20,38460847,38460881,10,18,14.34433476,0.905927014,0.04290679,FALSE,1,0,,,
16118,chr20,38638565,38820664,9,27,21.01650213,0.998905785,0.000475472,FALSE,1,0,,,
16123,chr20,39881062,39986767,17,35,26.94731758,0.983609199,0.007177418,FALSE,1,0,,,
16126,chr20,40006377,40264978,29,49,37.32624462,0.930493521,0.031286646,FALSE,1,0,,,
16129,chr20,40709680,40881029,25,37,28.43002144,0.765137295,0.116260629,FALSE,1,0,,,
16131,chr20,40971171,40998413,10,21,16.56839055,0.96740737,0.014390608,FALSE,1,0,,,
16134,chr20,41003800,41003848,10,21,16.56839055,0.96740737,0.014390608,FALSE,1,0,,,
16135,chr20,41004375,41046223,32,47,35.84354075,0.761893832,0.118105542,FALSE,1,0,,,
16143,chr20,41401485,41475649,25,45,34.36083689,0.959422965,0.01798989,FALSE,1,0,,,
16145,chr20,41476582,41492332,6,16,12.86163089,0.9882561,0.005130496,FALSE,1,0,,,
16151,chr20,41562677,41705109,112,188,140.374163,0.99403303,0.002599184,FALSE,1,0,,,
16152,chr20,41709844,41971075,69,99,74.39384116,0.749539633,0.125205398,FALSE,1,0,,,
16154,chr20,41971136,42187288,37,58,43.99841199,0.872668247,0.059150826,FALSE,1,0,,,
16159,chr20,42228641,42354248,14,26,20.2751502,0.940982418,0.026418491,FALSE,1,0,,,
